message,emotion
i was feeling agitated and i had no idea why so i called up my friend ash because he helps me see things that i normally would miss in my agitated state,anger
i feel so innocent compared to you guys because i dont watch actual gayporn i dont even own a porny doujinshi you know parents always have to flip through everything i order,joy
i do feel pressured to like the book and to finish it quickly,fear
i feel a bit like a naughty child because i wasn t sure i d do a post today,love
i feel very strange blowing my own trumpet haha but yeah thats just how much i love this class page,surprise
i think its important for new members to affiliate marketing if a mod or admin feel like its not acceptable feel free to delete it,joy
i feel so honoured and privileged to be that person in her life,joy
i feel like i shouldnt even deserve to have her because i am so terrified of the changes that are happening emotionally physically and relational,fear
i still feel shocked at his behavior,surprise
i feel we must be faithful to watch what will happen and not be so quick to judge,love
i feel target blank tweet a href http facebook,sadness
i can decide how i want to proceed with whatever i feel is important for me,joy
im not feeling fantastic about my workout its sort of upsetting too that its been raining in the evening,joy
when my team lost a championship,sadness
i feel apart from most other people and though i occasionally crave being more outgoing there are also times that i don t want to be like them at all,joy
i shook my head furiously as i rushed to set him straight feeling a hot flush in my face,love
